"book","word","n"
"Sense & Sensibility","thoroughly",11
"Sense & Sensibility","uncertain",11
"Sense & Sensibility","valley",11
"Sense & Sensibility","variety",11
"Sense & Sensibility","village",11
"Sense & Sensibility","women",11
"Sense & Sensibility","wondered",11
"Pride & Prejudice","_him_",11
"Pride & Prejudice","acquaintances",11
"Pride & Prejudice","aloud",11
"Pride & Prejudice","attached",11
"Pride & Prejudice","boast",11
"Pride & Prejudice","bow",11
"Pride & Prejudice","caught",11
"Pride & Prejudice","chaise",11
"Pride & Prejudice","church",11
"Pride & Prejudice","communication",11
"Pride & Prejudice","compliments",11
"Pride & Prejudice","confidence",11
"Pride & Prejudice","confusion",11
"Pride & Prejudice","cousins",11
"Pride & Prejudice","decided",11
"Pride & Prejudice","delicacy",11
"Pride & Prejudice","desirable",11
"Pride & Prejudice","difficult",11
"Pride & Prejudice","disgrace",11
"Pride & Prejudice","dreadful",11
"Pride & Prejudice","drove",11
"Pride & Prejudice","due",11
"Pride & Prejudice","earnestly",11
"Pride & Prejudice","education",11
"Pride & Prejudice","esteem",11
"Pride & Prejudice","excessively",11
"Pride & Prejudice","feared",11
"Pride & Prejudice","finished",11
"Pride & Prejudice","follow",11
"Pride & Prejudice","folly",11
"Pride & Prejudice","gained",11
"Pride & Prejudice","ground",11
"Pride & Prejudice","hurry",11
"Pride & Prejudice","imprudent",11
"Pride & Prejudice","income",11
"Pride & Prejudice","increased",11
"Pride & Prejudice","instrument",11
"Pride & Prejudice","introduce",11
"Pride & Prejudice","introduction",11
"Pride & Prejudice","invited",11
"Pride & Prejudice","judgement",11
"Pride & Prejudice","laughed",11
"Pride & Prejudice","laughing",11
"Pride & Prejudice","lose",11
"Pride & Prejudice","mamma",11
"Pride & Prejudice","mine",11
"Pride & Prejudice","moments",11
"Pride & Prejudice","moreover",11
"Pride & Prejudice","natured",11
"Pride & Prejudice","necessity",11
"Pride & Prejudice","neglect",11
"Pride & Prejudice","neighbours",11
"Pride & Prejudice","noble",11
"Pride & Prejudice","objections",11
"Pride & Prejudice","opposite",11
"Pride & Prejudice","parlour",11
"Pride & Prejudice","passing",11
"Pride & Prejudice","pay",11
"Pride & Prejudice","plain",11
"Pride & Prejudice","private",11
"Pride & Prejudice","produced",11
"Pride & Prejudice","relate",11
"Pride & Prejudice","relation",11
"Pride & Prejudice","rendered",11
"Pride & Prejudice","run",11
"Pride & Prejudice","satisfy",11
"Pride & Prejudice","shook",11
"Pride & Prejudice","smallest",11
"Pride & Prejudice","supper",11
"Pride & Prejudice","views",11
"Pride & Prejudice","visitor",11
"Pride & Prejudice","wants",11
"Pride & Prejudice","wild",11
"Mansfield Park","_now_",11
"Mansfield Park","accordingly",11
"Mansfield Park","acquainted",11
"Mansfield Park","active",11
"Mansfield Park","addressing",11
"Mansfield Park","admire",11
"Mansfield Park","afforded",11
"Mansfield Park","applied",11
"Mansfield Park","approbation",11
"Mansfield Park","arm",11
"Mansfield Park","attack",11
"Mansfield Park","aunts",11
"Mansfield Park","beautiful",11
"Mansfield Park","box",11
"Mansfield Park","bringing",11
"Mansfield Park","carried",11
"Mansfield Park","carry",11
"Mansfield Park","chain",11
"Mansfield Park","cheerfulness",11
"Mansfield Park","conclusion",11
"Mansfield Park","denied",11
"Mansfield Park","difficult",11
"Mansfield Park","dining",11
"Mansfield Park","displeasure",11
"Mansfield Park","during",11
"Mansfield Park","earlier",11
"Mansfield Park","ecclesford",11
"Mansfield Park","effort",11
"Mansfield Park","endure",11
"Mansfield Park","entreaty",11
"Mansfield Park","events",11
"Mansfield Park","expectation",11
"Mansfield Park","fall",11
"Mansfield Park","fancied",11
"Mansfield Park","fate",11
"Mansfield Park","form",11
"Mansfield Park","fraser",11
"Mansfield Park","glance",11
"Mansfield Park","glow",11
"Mansfield Park","goes",11
"Mansfield Park","hall",11
"Mansfield Park","harbour",11
"Mansfield Park","hoping",11
"Mansfield Park","independent",11
"Mansfield Park","joined",11
"Mansfield Park","justified",11
"Mansfield Park","ladyship",11
"Mansfield Park","laugh",11
"Mansfield Park","laughed",11
"Mansfield Park","maria's",11
"Mansfield Park","mistress",11
"Mansfield Park","month",11
"Mansfield Park","moved",11
"Mansfield Park","nice",11
"Mansfield Park","notions",11
"Mansfield Park","number",11
"Mansfield Park","offered",11
"Mansfield Park","parish",11
"Mansfield Park","parlour",11
"Mansfield Park","parties",11
"Mansfield Park","partner",11
"Mansfield Park","passage",11
"Mansfield Park","patience",11
"Mansfield Park","pounds",11
"Mansfield Park","preparing",11
"Mansfield Park","pride",11
"Mansfield Park","property",11
"Mansfield Park","receive",11
"Mansfield Park","recollect",11
"Mansfield Park","regular",11
"Mansfield Park","remain",11
"Mansfield Park","riding",11
"Mansfield Park","road",11
"Mansfield Park","selfishness",11
"Mansfield Park","separation",11
"Mansfield Park","shut",11
"Mansfield Park","softened",11
"Mansfield Park","somebody",11
"Mansfield Park","spend",11
"Mansfield Park","striking",11
"Mansfield Park","stronger",11
"Mansfield Park","strongly",11
"Mansfield Park","suddenly",11
"Mansfield Park","suffer",11
"Mansfield Park","superior",11
"Mansfield Park","telling",11
"Mansfield Park","thinks",11
"Mansfield Park","tolerable",11
"Mansfield Park","trifling",11
"Mansfield Park","triumph",11
"Mansfield Park","undertake",11
"Mansfield Park","ungrateful",11
"Mansfield Park","unwelcome",11
"Mansfield Park","unwilling",11
"Mansfield Park","village",11
"Mansfield Park","window",11
"Mansfield Park","wood",11
"Mansfield Park","worst",11
"Emma","_not_",11
"Emma","accept",11
"Emma","accomplished",11
"Emma","add",11
"Emma","advise",11
"Emma","affections",11
"Emma","behaved",11
"Emma","book",11
"Emma","borne",11
"Emma","bringing",11
"Emma","brunswick",11
"Emma","cared",11
"Emma","carriages",11
"Emma","chair",11
"Emma","christmas",11
"Emma","closed",11
"Emma","comfortably",11
"Emma","companions",11
"Emma","compared",11
"Emma","comparison",11
"Emma","concealment",11
"Emma","confined",11
"Emma","connected",11
"Emma","conscious",11
"Emma","continue",11
"Emma","deceived",11
"Emma","dependence",11
"Emma","differently",11
"Emma","disengaged",11
"Emma","dream",11
"Emma","e",11
"Emma","eagerly",11
"Emma","entreat",11
"Emma","exceedingly",11
"Emma","exploring",11
"Emma","extreme",11
"Emma","families",11
"Emma","faults",11
"Emma","fear",11
"Emma","forced",11
"Emma","friend's",11
"Emma","gallant",11
"Emma","garden",11
"Emma","grandmama",11
"Emma","happier",11
"Emma","highest",11
"Emma","hot",11
"Emma","human",11
"Emma","humble",11
"Emma","independence",11
"Emma","judging",11
"Emma","keeping",11
"Emma","kindly",11
"Emma","laid",11
"Emma","lane",11
"Emma","lay",11
"Emma","lovely",11
"Emma","luck",11
"Emma","ma'am",11
"Emma","mad",11
"Emma","maid",11
"Emma","message",11
"Emma","mile",11
"Emma","mill",11
"Emma","miserable",11
"Emma","mortification",11
"Emma","nervous",11
"Emma","partner",11
"Emma","patience",11
"Emma","pause",11
"Emma","paying",11
"Emma","peculiarly",11
"Emma","persons",11
"Emma","persuasion",11
"Emma","places",11
"Emma","points",11
"Emma","pork",11
"Emma","prove",11
"Emma","quarrel",11
"Emma","raise",11
"Emma","remarkably",11
"Emma","reserve",11
"Emma","scruple",11
"Emma","seat",11
"Emma","secured",11
"Emma","smith's",11
"Emma","steady",11
"Emma","step",11
"Emma","street",11
"Emma","subjects",11
"Emma","succeeded",11
"Emma","success",11
"Emma","sufficient",11
"Emma","supper",11
"Emma","tells",11
"Emma","thanks",11
"Emma","uneasy",11
"Emma","wants",11
"Emma","wholly",11
"Emma","wit",11
"Emma","youth",11
"Northanger Abbey","above",11
"Northanger Abbey","acquainted",11
"Northanger Abbey","advantage",11
"Northanger Abbey","afterwards",11
"Northanger Abbey","arrived",11
"Northanger Abbey","bear",11
"Northanger Abbey","behaviour",11
"Northanger Abbey","blush",11
"Northanger Abbey","buildings",11
"Northanger Abbey","chamber",11
"Northanger Abbey","clifton",11
"Northanger Abbey","comfortable",11
"Northanger Abbey","command",11
"Northanger Abbey","consider",11
"Northanger Abbey","courage",11
"Northanger Abbey","crowd",11
"Northanger Abbey","declared",11
"Northanger Abbey","delay",11
"Northanger Abbey","difficulty",11
"Northanger Abbey","earnestly",11
"Northanger Abbey","evil",11
"Northanger Abbey","fearful",11
"Northanger Abbey","figure",11
"Northanger Abbey","following",11
"Northanger Abbey","forget",11
"Northanger Abbey","future",11
"Northanger Abbey","gained",11
"Northanger Abbey","happen",11
"Northanger Abbey","heartily",11
"Northanger Abbey","hundred",11
"Northanger Abbey","inclination",11
"Northanger Abbey","income",11
"Northanger Abbey","information",11
"Northanger Abbey","joined",11
"Northanger Abbey","judgment",11
"Northanger Abbey","keep",11
"Northanger Abbey","learnt",11
"Northanger Abbey","listen",11
"Northanger Abbey","loss",11
"Northanger Abbey","marriage",11
"Northanger Abbey","milsom",11
"Northanger Abbey","particulars",11
"Northanger Abbey","pass",11
"Northanger Abbey","quick",11
"Northanger Abbey","ran",11
"Northanger Abbey","road",11
"Northanger Abbey","secret",11
"Northanger Abbey","shortly",11
"Northanger Abbey","signify",11
"Northanger Abbey","simple",11
"Northanger Abbey","spirit",11
"Northanger Abbey","staircase",11
"Northanger Abbey","strong",11
"Northanger Abbey","sweet",11
"Northanger Abbey","tea",11
"Northanger Abbey","thrown",11
"Northanger Abbey","town",11
"Northanger Abbey","trust",11
"Northanger Abbey","village",11
"Northanger Abbey","waiting",11
"Northanger Abbey","whenever",11
"Northanger Abbey","wind",11
"Northanger Abbey","windows",11
"Northanger Abbey","writing",11
"Persuasion","age",11
"Persuasion","anxiety",11
"Persuasion","arm",11
"Persuasion","baronet",11
"Persuasion","card",11
"Persuasion","chance",11
"Persuasion","charles's",11
"Persuasion","confidence",11
"Persuasion","considering",11
"Persuasion","death",11
"Persuasion","declare",11
"Persuasion","depend",11
"Persuasion","differently",11
"Persuasion","dignity",11
"Persuasion","direction",11
"Persuasion","domestic",11
"Persuasion","eager",11
"Persuasion","effect",11
"Persuasion","elegant",11
"Persuasion","fond",11
"Persuasion","gentlemen",11
"Persuasion","happened",11
"Persuasion","hers",11
"Persuasion","hints",11
"Persuasion","horses",11
"Persuasion","importance",11
"Persuasion","inclination",11
"Persuasion","indulgence",11
"Persuasion","instant",11
"Persuasion","intercourse",11
"Persuasion","lodgings",11
"Persuasion","ma'am",11
"Persuasion","mere",11
"Persuasion","moment's",11
"Persuasion","nice",11
"Persuasion","observe",11
"Persuasion","occurred",11
"Persuasion","opinions",11
"Persuasion","pleasing",11
"Persuasion","rank",11
"Persuasion","reply",11
"Persuasion","required",11
"Persuasion","resolution",11
"Persuasion","returning",11
"Persuasion","rich",11
"Persuasion","satisfaction",11
"Persuasion","scarcely",11
"Persuasion","school",11
"Persuasion","seems",11
"Persuasion","servant",11
"Persuasion","shut",11
"Persuasion","silence",11
"Persuasion","silent",11
"Persuasion","sitting",11
"Persuasion","sound",11
"Persuasion","spend",11
"Persuasion","spite",11
"Persuasion","spring",11
"Persuasion","useful",11
"Persuasion","warmth",11
"Persuasion","weather",11
"Persuasion","winthrop",11
"Persuasion","wishes",11
"Persuasion","written",11
"Sense & Sensibility","absolutely",10
"Sense & Sensibility","accept",10
"Sense & Sensibility","act",10
"Sense & Sensibility","admire",10
"Sense & Sensibility","advice",10
"Sense & Sensibility","along",10
"Sense & Sensibility","anybody",10
"Sense & Sensibility","apology",10
"Sense & Sensibility","assurances",10
"Sense & Sensibility","attached",10
"Sense & Sensibility","attending",10
"Sense & Sensibility","ay",10
"Sense & Sensibility","beau",10
"Sense & Sensibility","beg",10
"Sense & Sensibility","books",10
"Sense & Sensibility","borne",10
"Sense & Sensibility","brother's",10
"Sense & Sensibility","ceased",10
"Sense & Sensibility","condition",10
"Sense & Sensibility","delicacy",10
"Sense & Sensibility","depend",10
"Sense & Sensibility","dining",10
"Sense & Sensibility","direction",10
"Sense & Sensibility","dull",10
"Sense & Sensibility","education",10
"Sense & Sensibility","eight",10
"Sense & Sensibility","endeavouring",10
"Sense & Sensibility","fancied",10
"Sense & Sensibility","fears",10
"Sense & Sensibility","fifty",10
"Sense & Sensibility","following",10
"Sense & Sensibility","forgive",10
"Sense & Sensibility","forgiven",10
"Sense & Sensibility","fortitude",10
"Sense & Sensibility","furniture",10
"Sense & Sensibility","generally",10
"Sense & Sensibility","hearted",10
"Sense & Sensibility","humour",10
"Sense & Sensibility","hurt",10
"Sense & Sensibility","indignation",10
"Sense & Sensibility","justify",10
"Sense & Sensibility","language",10
"Sense & Sensibility","lips",10
"Sense & Sensibility","lock",10
"Sense & Sensibility","lucky",10
"Sense & Sensibility","miles",10
"Sense & Sensibility","mistake",10
"Sense & Sensibility","nay",10
"Sense & Sensibility","neighbourhood",10
"Sense & Sensibility","notion",10
"Sense & Sensibility","offered",10
"Sense & Sensibility","one's",10
"Sense & Sensibility","opened",10
"Sense & Sensibility","oxford",10
"Sense & Sensibility","palmers",10
"Sense & Sensibility","partiality",10
"Sense & Sensibility","parting",10
"Sense & Sensibility","proud",10
"Sense & Sensibility","quick",10
"Sense & Sensibility","readily",10
"Sense & Sensibility","reasonably",10
"Sense & Sensibility","request",10
"Sense & Sensibility","safe",10
"Sense & Sensibility","seated",10
"Sense & Sensibility","sensibility",10
"Sense & Sensibility","sentiments",10
"Sense & Sensibility","settle",10
"Sense & Sensibility","sleep",10
"Sense & Sensibility","speech",10
"Sense & Sensibility","stood",10
"Sense & Sensibility","story",10
"Sense & Sensibility","submit",10
"Sense & Sensibility","sum",10
"Sense & Sensibility","sunk",10
"Sense & Sensibility","third",10
"Sense & Sensibility","thrown",10
"Sense & Sensibility","uncomfortable",10
"Sense & Sensibility","united",10
"Sense & Sensibility","urged",10
"Sense & Sensibility","visitors",10
"Sense & Sensibility","waited",10
"Sense & Sensibility","watched",10
"Sense & Sensibility","wholly",10
"Pride & Prejudice","amazement",10
"Pride & Prejudice","attentive",10
"Pride & Prejudice","awkward",10
"Pride & Prejudice","bennets",10
"Pride & Prejudice","chiefly",10
"Pride & Prejudice","coach",10
"Pride & Prejudice","concluded",10
"Pride & Prejudice","consequently",10
"Pride & Prejudice","consolation",10
"Pride & Prejudice","contrary",10
"Pride & Prejudice","dances",10
"Pride & Prejudice","debts",10
"Pride & Prejudice","difference",10
"Pride & Prejudice","direction",10
"Pride & Prejudice","embarrassment",10
"Pride & Prejudice","encouragement",10
"Pride & Prejudice","endeavoured",10
"Pride & Prejudice","escape",10
"Pride & Prejudice","excited",10
"Pride & Prejudice","flatter",10
"Pride & Prejudice","forgive",10
"Pride & Prejudice","furniture",10
"Pride & Prejudice","goodness",10
"Pride & Prejudice","happiest",10
"Pride & Prejudice","heartily",10
"Pride & Prejudice","heaven",10
"Pride & Prejudice","hill",10
"Pride & Prejudice","hurried",10
"Pride & Prejudice","impatience",10
"Pride & Prejudice","important",10
"Pride & Prejudice","inclined",10
"Pride & Prejudice","increasing",10
"Pride & Prejudice","inquire",10
"Pride & Prejudice","inquiry",10
"Pride & Prejudice","insufficient",10
"Pride & Prejudice","interruption",10
"Pride & Prejudice","intimacy",10
"Pride & Prejudice","lambton",10
"Pride & Prejudice","lane",10
"Pride & Prejudice","learn",10
"Pride & Prejudice","listening",10
"Pride & Prejudice","loved",10
"Pride & Prejudice","nay",10
"Pride & Prejudice","observe",10
"Pride & Prejudice","overcome",10
"Pride & Prejudice","partial",10
"Pride & Prejudice","past",10
"Pride & Prejudice","preference",10
"Pride & Prejudice","prepared",10
"Pride & Prejudice","proceeded",10
"Pride & Prejudice","pronounced",10
"Pride & Prejudice","proposal",10
"Pride & Prejudice","quick",10
"Pride & Prejudice","quit",10
"Pride & Prejudice","rational",10
"Pride & Prejudice","reflection",10
"Pride & Prejudice","remain",10
"Pride & Prejudice","remarkably",10
"Pride & Prejudice","required",10
"Pride & Prejudice","reynolds",10
"Pride & Prejudice","running",10
"Pride & Prejudice","secrecy",10
"Pride & Prejudice","sentiments",10
"Pride & Prejudice","shame",10
"Pride & Prejudice","sincere",10
